ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,8,23,,31,B+,7,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,12,,12,0,0,0,23,32,,55,A,8,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,17,14,,31,B+,7,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,13,,13,0,0,0,22,21,,43,B,6,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,24,,40,A+,9,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,23,31,,54,A,8,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,11,,11,10,,10,0,0,0,21,28,,49,B+,7,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,21,,42,B,6,21,21,42,156,566,7.43,7.52,,,P,
M162,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,32,30,,62,A+,9,21,21,42,156,566,7.43,7.52,,,P,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,22,,22,5,,5,0,0,0,27,15,5,47,C,5,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,18,21,,39,A,8,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,10,,10,12,,12,0,0,0,22,16,,38,B,6,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,12,19,,31,B+,7,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,12,,12,6,,6,0,0,0,18,15,1,34,P,4,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,18,12,,30,B+,7,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,7,,7,0,0,0,17,16,,33,P,4,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,26,,42,A+,9,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,22,12,,34,F,0,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,12,,12,5,,5,0,0,0,17,19,,36,C,5,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,19,19,,38,B,6,21,19,40,112,456,5.33,6.14,,,F,
M154,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,24,30,,54,A,8,21,19,40,112,456,5.33,6.14,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,4,,4,0,,0,0,0,0,4,2,,6,X,0,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,14,17,,31,B+,7,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,11,,11,5,,5,0,0,0,16,20,,36,C,5,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,12,17,,29,B,6,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,6,,6,0,0,0,17,16,,33,P,4,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,15,12,,27,B,6,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,6,,6,0,0,0,15,17,,32,P,4,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,14,17,,31,B+,7,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,14,20,,34,P,4,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,10,,10,6,,6,0,0,0,16,17,,33,P,4,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,21,,42,B,6,21,18,31,98,394,4.67,4.6,,,F,
M186,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,30,30,,60,A+,9,21,18,31,98,394,4.67,4.6,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,15,,15,7,,7,0,0,0,22,4,,26,F,0,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,16,,29,B,6,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,12,,12,15,,15,0,0,0,27,23,,50,B+,7,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,12,21,,33,B+,7,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,7,,7,0,0,0,18,10,6,34,P,4,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,15,12,,27,B,6,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,6,,6,8,,8,0,0,0,14,9,,23,F,0,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,25,,40,A+,9,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,15,24,,39,B,6,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,8,,8,9,,9,0,0,0,17,19,,36,C,5,19,14,29,86,385,4.53,5.18,,,F,
M196,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,20,28,,48,B+,7,19,14,29,86,385,4.53,5.18,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,12,,12,2,,2,0,0,0,14,6,,20,F,0,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,17,12,,29,B,6,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,11,,11,11,,11,0,0,0,22,9,,31,F,0,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,10,19,,29,B,6,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,2,,2,0,0,0,13,12,5,30,P,4,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,16,12,,28,B,6,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,5,,5,0,0,0,15,16,,31,P,4,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,19,25,,44,A+,9,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,17,24,,41,B,6,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,12,,12,3,,3,0,0,0,15,16,,31,P,4,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,23,23,,46,B+,7,21,16,28,93,419,4.43,4.24,,,F,
M194,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,29,30,,59,A,8,21,16,28,93,419,4.43,4.24,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,15,,15,6,,6,0,0,0,21,13,,34,F,0,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,15,,28,B,6,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,11,,11,14,,14,0,0,0,25,14,2,41,B,6,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,15,21,,36,A,8,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,9,,9,8,,8,0,0,0,17,18,,35,C,5,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,14,15,,29,B,6,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,8,,8,0,0,0,20,17,,37,C,5,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,14,20,,34,B+,7,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,15,30,,45,B+,7,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,7,,7,10,,10,0,0,0,17,19,,36,C,5,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,25,26,,51,B+,7,21,18,36,113,461,5.38,5.88,,,F,
M190,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,26,29,,55,A,8,21,18,36,113,461,5.38,5.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,12,,12,1,,1,0,0,0,13,0,,13,F,0,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,12,12,,24,C,5,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,11,,11,12,,12,0,0,0,23,7,,30,F,0,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,10,19,,29,B,6,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,1,,1,0,0,0,12,13,,25,F,0,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,14,12,,26,B,6,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,4,,4,0,0,0,14,12,4,30,P,4,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,12,16,,28,B,6,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,14,16,,30,P,4,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,14,,14,0,,0,0,0,0,14,17,,31,P,4,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,15,15,,30,F,0,21,12,22,61,344,2.9,2.88,,,F,
M1103,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,25,23,,48,B+,7,21,12,22,61,344,2.9,2.88,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,20,,20,2,,2,0,0,0,22,8,,30,F,0,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,14,12,,26,B,6,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,13,,13,12,,12,0,0,0,25,11,5,41,B,6,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,14,21,,35,A,8,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,10,,10,8,,8,0,0,0,18,14,2,34,P,4,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,15,12,,27,B,6,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,11,,11,11,,11,0,0,0,22,5,,27,F,0,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,17,18,,35,A,8,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,19,19,,38,B,6,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,13,,13,1,,1,0,0,0,14,18,,32,P,4,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,20,,41,B,6,21,16,27,94,411,4.48,4.48,,,F,
M197,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,22,23,,45,B+,7,21,16,27,94,411,4.48,4.48,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,0,,0,902,,0,0,0,0,0,13,,13,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,0,0,,0,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,7,,7,902,,0,0,0,0,7,22,7,36,C,5,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,0,902,,0,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,904,,0,902,,0,0,0,0,0,902,,0,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,2,4,,6,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,6,,6,902,,0,0,0,0,6,18,,24,F,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,8,7,,15,F,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,1,0,,1,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,902,,0,902,,0,0,0,0,0,25,,25,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,0,0,,0,X,0,21,2,6,10,120,0.48,1,,,F,
M179,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,0,902,,0,X,0,21,2,6,10,120,0.48,1,,,F,
